user_id,signup_date,country,state,device,age,gender,acquisition_channel,total_sessions,avg_session_duration,total_pages_viewed,last_active_date,total_revenue,total_purchases,avg_order_value,first_purchase_date,last_purchase_date,days_since_signup,days_since_last_active,avg_revenue_per_purchase,revenue_per_session,has_purchased,engagement_score_raw,engagement_score,churn
1,2023-04-13,India,Uttar Pradesh,Mobile,45,Male,Facebook Ads,7.0,35.0,56.0,2023-06-22,17637.0,2.0,8818.5,2023-01-06,2023-03-31,77,7.0,8818.5,2519.5714285714284,1,14.4,0.7422680412371134,0
2,2023-06-29,India,Karnataka,Mobile,47,Male,Google Ads,9.0,32.44444444444444,58.0,2023-05-03,0.0,0.0,0.0,,,0,57.0,0.0,0.0,0,14.233333333333333,0.7336769759450172,1
3,2023-04-03,India,Gujarat,Mobile,58,Male,Facebook Ads,3.0,38.333333333333336,19.0,2023-06-14,9594.0,1.0,9594.0,2023-06-12,2023-06-12,87,15.0,9594.0,3198.0,1,13.2,0.6804123711340206,0
4,2023-01-15,India,Maharashtra,Mobile,46,Female,Organic,6.0,27.0,51.0,2023-06-16,9056.0,1.0,9056.0,2023-05-03,2023-05-03,165,13.0,9056.0,1509.3333333333333,1,11.299999999999999,0.5824742268041238,0
5,2023-04-17,India,Maharashtra,Mobile,51,Female,Facebook Ads,5.0,23.0,23.0,2023-03-11,0.0,0.0,0.0,,,73,110.0,0.0,0.0,0,9.399999999999999,0.48453608247422675,1
6,2023-03-13,India,Telangana,Mobile,39,Female,Google Ads,3.0,20.666666666666668,7.0,2023-06-26,12700.0,2.0,6350.0,2023-02-11,2023-06-17,108,3.0,6350.0,4233.333333333333,1,8.1,0.4175257731958763,0
7,2023-01-21,India,Karnataka,Desktop,42,Male,Facebook Ads,7.0,37.714285714285715,60.0,2023-06-17,10063.0,4.0,2515.75,2023-04-22,2023-06-26,159,12.0,2515.75,1437.5714285714287,1,15.614285714285716,0.8048600883652431,0
8,2023-04-13,India,Uttar Pradesh,Desktop,31,Female,Facebook Ads,8.0,41.875,55.0,2023-05-30,4037.0,1.0,4037.0,2023-06-26,2023-06-26,77,30.0,4037.0,504.625,1,16.7625,0.8640463917525774,0
9,2023-05-02,India,Odisha,Mobile,27,Male,Organic,3.0,22.666666666666668,25.0,2023-06-28,23792.0,3.0,7930.666666666667,2023-02-03,2023-04-18,58,1.0,7930.666666666667,7930.666666666667,1,8.9,0.4587628865979382,0
10,2023-03-16,India,Gujarat,Mobile,27,Male,Facebook Ads,4.0,24.75,37.0,2023-06-19,9201.0,2.0,4600.5,2023-06-08,2023-06-29,105,10.0,4600.5,2300.25,1,9.825000000000001,0.5064432989690723,0
11,2023-03-29,India,Uttar Pradesh,Mobile,25,Male,Google Ads,6.0,31.666666666666668,31.0,2023-06-10,19962.0,5.0,3992.4,2023-02-18,2023-04-16,92,19.0,3992.4,3327.0,1,13.5,0.6958762886597939,0
12,2023-04-27,India,Delhi,Desktop,31,Female,Facebook Ads,7.0,18.428571428571427,61.0,2023-06-14,18786.0,5.0,3757.2,2023-01-03,2023-06-26,63,15.0,3757.2,2683.714285714286,1,10.028571428571428,0.5169366715758469,0
13,2023-04-10,India,West Bengal,Mobile,55,Female,Referral,5.0,38.8,32.0,2023-06-11,5159.0,1.0,5159.0,2023-05-04,2023-05-04,80,18.0,5159.0,1031.8,1,14.339999999999998,0.7391752577319587,0
14,2023-04-14,India,Telangana,Mobile,49,Female,Facebook Ads,8.0,40.375,70.0,2023-06-12,0.0,0.0,0.0,,,76,17.0,0.0,0.0,0,16.112499999999997,0.830541237113402,0
15,2023-06-01,India,Odisha,Mobile,49,Female,Referral,4.0,31.5,29.0,2023-06-16,3143.0,1.0,3143.0,2023-03-06,2023-03-06,28,13.0,3143.0,785.75,1,11.649999999999999,0.6005154639175257,0
16,2023-05-11,India,Delhi,Mobile,20,Female,Google Ads,4.0,36.75,34.0,2023-04-07,20872.0,3.0,6957.333333333333,2023-02-12,2023-04-21,49,83.0,6957.333333333333,5218.0,1,13.625,0.702319587628866,1
17,2023-05-30,India,Odisha,Mobile,37,Female,Referral,3.0,34.333333333333336,27.0,2023-03-18,15587.0,2.0,7793.5,2023-05-02,2023-06-01,30,103.0,7793.5,5195.666666666667,1,12.200000000000001,0.6288659793814434,1
18,2023-02-22,India,Odisha,Mobile,30,Male,Referral,4.0,33.75,39.0,2023-06-09,0.0,0.0,0.0,,,127,20.0,0.0,0.0,0,12.125,0.625,0
19,2023-01-02,India,Telangana,Mobile,40,Female,Referral,7.0,31.0,56.0,2023-06-13,8036.0,1.0,8036.0,2023-02-24,2023-02-24,178,16.0,8036.0,1148.0,1,12.999999999999998,0.6701030927835051,0
20,2023-03-29,India,Odisha,Mobile,36,Female,Referral,5.0,28.4,25.0,2023-06-27,26726.0,4.0,6681.5,2023-01-01,2023-06-21,92,2.0,6681.5,5345.2,1,11.82,0.609278350515464,0
21,2023-06-07,India,Uttar Pradesh,Mobile,33,Male,Referral,4.0,39.0,42.0,2023-05-31,5813.0,3.0,1937.6666666666667,2023-02-22,2023-06-28,22,29.0,1937.6666666666667,1453.25,1,14.299999999999999,0.7371134020618557,0
22,2023-02-07,India,Uttar Pradesh,Mobile,53,Female,Facebook Ads,9.0,34.22222222222222,84.0,2023-06-27,0.0,0.0,0.0,,,142,2.0,0.0,0.0,0,14.766666666666666,0.761168384879725,0
23,2023-05-10,India,Delhi,Mobile,52,Female,Organic,9.0,36.0,61.0,2023-06-16,6122.0,2.0,3061.0,2023-02-19,2023-05-24,50,13.0,3061.0,680.2222222222222,1,15.7,0.8092783505154639,0
24,2023-01-21,India,Maharashtra,Desktop,24,Male,Referral,5.0,24.6,51.0,2023-06-27,9101.0,1.0,9101.0,2023-02-25,2023-02-25,159,2.0,9101.0,1820.2,1,10.079999999999998,0.5195876288659793,0
25,2023-06-10,India,Karnataka,Mobile,54,Female,Google Ads,5.0,26.8,51.0,2023-05-12,0.0,0.0,0.0,,,19,48.0,0.0,0.0,0,10.54,0.5432989690721649,1
26,2023-02-27,India,Gujarat,Mobile,25,Male,Google Ads,4.0,21.25,19.0,2023-05-22,0.0,0.0,0.0,,,122,38.0,0.0,0.0,0,8.375,0.43170103092783507,1
27,2023-01-22,India,Gujarat,Mobile,42,Male,Facebook Ads,3.0,18.0,26.0,2023-06-29,1386.0,1.0,1386.0,2023-05-15,2023-05-15,158,0.0,1386.0,462.0,1,7.1,0.365979381443299,0
28,2023-03-30,India,Tamil Nadu,Mobile,40,Male,Organic,5.0,31.8,33.0,2023-06-09,0.0,0.0,0.0,,,91,20.0,0.0,0.0,0,12.04,0.6206185567010309,0
29,2023-02-18,India,Telangana,Mobile,27,Female,Organic,5.0,18.2,34.0,2023-06-20,6179.0,2.0,3089.5,2023-04-01,2023-06-20,131,9.0,3089.5,1235.8,1,8.36,0.4309278350515464,0
30,2023-02-28,India,Rajasthan,Mobile,47,Male,Referral,6.0,24.0,52.0,2023-05-07,0.0,0.0,0.0,,,121,53.0,0.0,0.0,0,10.2,0.5257731958762887,1
31,2023-06-19,India,Rajasthan,Mobile,50,Female,Google Ads,3.0,36.666666666666664,22.0,2023-03-22,21031.0,4.0,5257.75,2023-01-05,2023-05-03,10,99.0,5257.75,7010.333333333333,1,13.299999999999999,0.6855670103092784,1
32,2023-01-15,India,Delhi,Mobile,28,Male,Google Ads,4.0,41.75,30.0,2023-05-22,3698.0,1.0,3698.0,2023-05-07,2023-05-07,165,38.0,3698.0,924.5,1,14.725,0.7590206185567011,1
33,2023-06-24,India,Odisha,Mobile,52,Female,Facebook Ads,9.0,30.555555555555557,63.0,2023-06-09,0.0,0.0,0.0,,,5,20.0,0.0,0.0,0,13.666666666666666,0.7044673539518901,0
34,2023-02-20,India,Odisha,Mobile,44,Male,Referral,4.0,30.25,22.0,2023-06-08,15958.0,3.0,5319.333333333333,2023-01-31,2023-06-14,129,21.0,5319.333333333333,3989.5,1,11.674999999999999,0.6018041237113402,0
35,2023-04-18,India,Telangana,Mobile,20,Female,Google Ads,7.0,41.285714285714285,72.0,2023-06-01,832.0,1.0,832.0,2023-03-26,2023-03-26,72,28.0,832.0,118.85714285714286,1,16.085714285714285,0.8291605301914581,0
36,2023-02-24,India,West Bengal,Mobile,25,Female,Referral,3.0,24.666666666666668,17.0,2023-06-04,3571.0,2.0,1785.5,2023-02-19,2023-04-16,125,25.0,1785.5,1190.3333333333333,1,9.3,0.47938144329896915,0
37,2023-03-05,India,Maharashtra,Mobile,30,Female,Organic,2.0,31.0,10.0,2023-06-11,0.0,0.0,0.0,,,116,18.0,0.0,0.0,0,10.299999999999999,0.5309278350515464,0
38,2023-05-11,India,Tamil Nadu,Mobile,59,Female,Referral,4.0,26.5,39.0,2023-05-05,8014.0,3.0,2671.3333333333335,2023-03-10,2023-06-12,49,55.0,2671.3333333333335,2003.5,1,10.549999999999999,0.5438144329896907,1
39,2023-02-20,India,Uttar Pradesh,Mobile,20,Female,Referral,5.0,11.8,35.0,2023-05-17,21904.0,3.0,7301.333333333333,2023-05-01,2023-06-19,129,43.0,7301.333333333333,4380.8,1,6.640000000000001,0.34226804123711346,1
40,2023-05-15,India,Odisha,Mobile,37,Female,Facebook Ads,6.0,35.333333333333336,53.0,2023-06-23,265.0,1.0,265.0,2023-02-24,2023-02-24,45,6.0,265.0,44.166666666666664,1,13.799999999999999,0.711340206185567,0
41,2023-01-21,India,Tamil Nadu,Mobile,52,Female,Facebook Ads,7.0,45.42857142857143,55.0,2023-06-12,16400.0,3.0,5466.666666666667,2023-04-05,2023-06-16,159,17.0,5466.666666666667,2342.8571428571427,1,17.728571428571428,0.9138438880706923,0
42,2023-03-14,India,Gujarat,Desktop,30,Female,Organic,2.0,32.5,15.0,2023-02-23,7350.0,1.0,7350.0,2023-03-05,2023-03-05,107,126.0,7350.0,3675.0,1,10.95,0.5644329896907216,1
43,2023-06-16,India,West Bengal,Desktop,37,Female,Organic,3.0,42.0,29.0,2023-06-01,16052.0,2.0,8026.0,2023-01-16,2023-05-16,13,28.0,8026.0,5350.666666666667,1,14.5,0.7474226804123711,0
44,2023-01-18,India,Uttar Pradesh,Mobile,41,Male,Referral,3.0,44.333333333333336,9.0,2023-05-14,6839.0,1.0,6839.0,2023-03-25,2023-03-25,162,46.0,6839.0,2279.6666666666665,1,15.0,0.7731958762886598,1
45,2023-05-12,India,Telangana,Mobile,26,Male,Google Ads,0.0,0.0,0.0,,25801.0,4.0,6450.25,2023-03-03,2023-05-25,48,48.0,6450.25,0.0,1,0.8,0.04123711340206186,1
46,2023-03-30,India,Tamil Nadu,Mobile,47,Male,Referral,6.0,28.0,47.0,2023-06-08,14392.0,3.0,4797.333333333333,2023-02-26,2023-04-03,91,21.0,4797.333333333333,2398.6666666666665,1,12.0,0.6185567010309279,0
47,2023-03-01,India,Delhi,Mobile,42,Male,Organic,8.0,30.75,64.0,2023-06-29,14452.0,3.0,4817.333333333333,2023-01-09,2023-06-23,120,0.0,4817.333333333333,1806.5,1,13.825,0.7126288659793815,0
48,2023-01-14,India,Uttar Pradesh,Desktop,33,Male,Facebook Ads,7.0,34.142857142857146,57.0,2023-06-26,3630.0,1.0,3630.0,2023-06-05,2023-06-05,166,3.0,3630.0,518.5714285714286,1,13.942857142857143,0.7187039764359353,0
49,2023-01-09,India,Telangana,Desktop,25,Female,Facebook Ads,3.0,35.0,25.0,2023-06-02,0.0,0.0,0.0,,,171,27.0,0.0,0.0,0,12.0,0.6185567010309279,0
50,2023-03-31,India,Rajasthan,Desktop,45,Male,Organic,4.0,35.5,25.0,2023-04-27,13593.0,2.0,6796.5,2023-02-25,2023-04-06,90,63.0,6796.5,3398.25,1,13.05,0.6726804123711341,1
51,2023-02-22,India,Telangana,Mobile,29,Male,Referral,2.0,24.5,14.0,2023-05-04,0.0,0.0,0.0,,,127,56.0,0.0,0.0,0,8.35,0.43041237113402064,1
52,2023-05-10,India,Telangana,Mobile,41,Male,Google Ads,3.0,39.0,19.0,2023-05-26,17947.0,2.0,8973.5,2023-01-07,2023-04-05,50,34.0,8973.5,5982.333333333333,1,13.6,0.7010309278350516,1
53,2023-03-25,India,Uttar Pradesh,Desktop,46,Male,Facebook Ads,5.0,33.4,43.0,2023-05-31,13987.0,3.0,4662.333333333333,2023-02-17,2023-05-31,96,29.0,4662.333333333333,2797.4,1,13.12,0.6762886597938145,0
54,2023-04-02,India,West Bengal,Mobile,32,Female,Referral,5.0,36.2,34.0,2023-06-25,7624.0,2.0,3812.0,2023-01-27,2023-03-10,88,4.0,3812.0,1524.8,1,13.760000000000002,0.7092783505154641,0
55,2023-04-21,India,Uttar Pradesh,Desktop,35,Female,Google Ads,7.0,38.42857142857143,72.0,2023-06-26,6453.0,2.0,3226.5,2023-01-02,2023-06-29,69,3.0,3226.5,921.8571428571429,1,15.428571428571429,0.7952871870397644,0
56,2023-06-21,India,Karnataka,Mobile,24,Male,Organic,4.0,29.75,18.0,2023-04-20,3749.0,2.0,1874.5,2023-01-29,2023-02-20,8,70.0,1874.5,937.25,1,11.325,0.5837628865979382,1
57,2023-01-08,India,Maharashtra,Mobile,30,Male,Referral,1.0,6.0,1.0,2023-02-23,13881.0,3.0,4627.0,2023-02-04,2023-05-11,172,126.0,4627.0,13881.0,1,2.9,0.14948453608247422,1
58,2023-06-24,India,West Bengal,Mobile,36,Male,Google Ads,4.0,40.5,37.0,2023-04-27,6681.0,1.0,6681.0,2023-02-10,2023-02-10,5,63.0,6681.0,1670.25,1,14.35,0.7396907216494846,1
59,2023-02-04,India,Delhi,Mobile,22,Male,Referral,3.0,24.666666666666668,28.0,2023-05-25,24676.0,3.0,8225.333333333334,2023-03-27,2023-05-04,145,35.0,8225.333333333334,8225.333333333334,1,9.5,0.4896907216494846,1
60,2023-03-22,India,West Bengal,Mobile,43,Female,Facebook Ads,2.0,31.5,15.0,2023-03-15,3522.0,1.0,3522.0,2023-06-06,2023-06-06,99,106.0,3522.0,1761.0,1,10.649999999999999,0.5489690721649484,1
